Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Location,Group,Fqas,EID,Name,Age(mths),
,UK107189303673,LONGHORN X,Female,19/09/2020,19/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157239,,5,
,UK107189403674,LONGHORN X,Bull,19/09/2020,19/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157240,,5,
,UK107189503654,HOLSTEIN FRIESIAN,Bull,20/09/2020,20/09/2020,,,,,,0,,982000176157220,,7,
,UK107189603676,LONGHORN X,Female,20/09/2020,20/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157242,,4,
,UK107189703677,LONGHORN X,Female,20/09/2020,20/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157243,,4,
,UK107189203679,LONGHORN X,Female,01/10/2020,01/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157245,,4,
,UK107189303680,DAIRY SHORTHORN X,Bull,01/10/2020,01/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157246,,4,
,UK107189403681,LONGHORN X,Bull,01/10/2020,01/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157247,,4,
,UK107189503682,LONGHORN X,Female,01/10/2020,01/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157248,,4,
,UK107189603683,LONGHORN X,Female,01/10/2020,01/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157249,,4,
,UK107189703684,LONGHORN X,Bull,02/10/2020,02/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157250,,4,
,UK107189103685,LONGHORN X,Bull,02/10/2020,02/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157251,,4,
,UK107189203686,LONGHORN X,Female,02/10/2020,02/10/2020,,,,10/11/2020,,0,,982000176157252,,1,
,UK107189303687,HOLSTEIN FRIESIAN,Female,07/10/2020,07/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157253,,4,
,UK107189403688,LONGHORN X,Bull,07/10/2020,07/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157254,,4,
,UK107189503689,LONGHORN X,Female,07/10/2020,07/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157255,,4,
,UK107189603690,LONGHORN X,Bull,07/10/2020,07/10/2020,,,,,,0,,982000176157256,,6,
,UK107189703691,LONGHORN X,Female,07/10/2020,07/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157257,,4,
,UK107189703565,BRITISH FRIESIAN X,Female,20/10/2020,20/10/2020,,,,10/04/2021,,0,,982000176157131,,5,
,UK107189103566,LONGHORN X,Bull,27/10/2020,27/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157132,,3,
,UK107189203567,LONGHORN X,Female,27/10/2020,27/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157133,,3,
,UK107189303568,ABERDEEN ANGUS X,Female,27/10/2020,27/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157134,,3,
,UK107189403569,HOLSTEIN FRIESIAN,Bull,27/10/2020,27/10/2020,,,,,,0,,982000176157135,,5,
,UK107189503570,LONGHORN X,Bull,27/10/2020,27/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157136,,3,
,UK107189603571,LONGHORN X,Bull,27/10/2020,27/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157137,,3,
,UK107189703572,ABERDEEN ANGUS X,Female,30/10/2020,30/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157138,,3,
,UK107189103573,ABERDEEN ANGUS X,Bull,30/10/2020,30/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157139,,3,
,UK107189203574,BRITISH BLUE X,Female,30/10/2020,30/10/2020,,,,16/02/2021,,0,,982000176157140,,3,
,UK107189603578,LONGHORN X,Female,30/10/2020,30/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157144,,3,
,UK107189703579,LONGHORN X,Bull,30/10/2020,30/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157145,,3,
,UK107189103580,LONGHORN X,Female,30/10/2020,30/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157146,,3,
,UK107189203581,LONGHORN X,Female,30/10/2020,30/10/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157147,,3,
,UK107189403576,LONGHORN X,Bull,01/11/2020,01/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157142,,3,
,UK107189303575,LONGHORN X,Bull,01/11/2020,01/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157141,,3,
,UK107189503577,LONGHORN X,Female,01/11/2020,01/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157143,,3,
,UK107189303582,LONGHORN X,Bull,02/11/2020,02/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157148,,3,
,UK107189403583,BRITISH FRIESIAN X,Female,05/11/2020,05/11/2020,,,,,,0,,982000176157149,,5,
,UK107189203588,BRITISH FRIESIAN X,Female,05/11/2020,05/11/2020,,,,,,0,,982000176157154,,5,
,UK107189303589,BRITISH BLUE X,Bull,05/11/2020,05/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157155,,3,
,UK107189503584,LONGHORN X,Bull,06/11/2020,06/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157150,,3,
,UK107189603585,LONGHORN X,Female,06/11/2020,06/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157151,,3,
,UK107189703586,LONGHORN X,Bull,06/11/2020,06/11/2020,,,,24/12/2020,,0,,982000176157152,,1,
,UK107189103587,LONGHORN X,Female,06/11/2020,06/11/2020,,,,17/12/2020,,0,,982000176157153,,1,
,UK107189403590,LONGHORN X,Female,10/11/2020,10/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157156,,3,
,UK107189603592,LONGHORN X,Bull,10/11/2020,10/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157158,,3,
,UK107189203595,LONGHORN X,Female,10/11/2020,10/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157161,,3,
,UK107189503591,BRITISH FRIESIAN X,Female,10/11/2020,10/11/2020,,,,,,0,,982000176157157,,5,
,UK107189703593,BRITISH FRIESIAN X,Female,15/11/2020,15/11/2020,,,,,,0,,982000176157159,,5,
,UK107189303596,BRITISH FRIESIAN X,Bull,15/11/2020,15/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157162,,3,
,UK107189403597,LONGHORN X,Female,15/11/2020,15/11/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157163,,3,
,UK107189503598,BRITISH FRIESIAN X,Female,15/11/2020,15/11/2020,,,,,,0,,982000176157164,,5,
,UK107189103594,HOLSTEIN FRIESIAN X,Female,15/11/2020,15/11/2020,,,,,,0,,982000176157160,,5,
,UK107189703600,LONGHORN X,Female,27/11/2020,27/11/2020,,,,,,0,,982000176157166,,4,
,UK107189103601,ABERDEEN ANGUS X,Female,27/11/2020,27/11/2020,,,,,,0,,982000176157167,,4,
,UK107189603599,LONGHORN X,Bull,27/11/2020,27/11/2020,,,,,,0,,982000176157165,,4,
,UK107189503752,LONGHORN X,Female,04/12/2020,04/12/2020,,,,,,0,,0,,4,
,UK107189203756,LONGHORN X,Bull,04/12/2020,04/12/2020,,,,,,0,,0,,4,
,UK107189103755,LONGHORN X,Female,04/12/2020,04/12/2020,,,,,,0,,0,,4,
,UK107189403758,LONGHORN X,Female,10/12/2020,10/12/2020,,,,,,0,,0,,4,
,UK107189503759,LONGHORN X,Female,20/12/2020,20/12/2020,,,,,,0,,0,,4,
,UK107189603760,LONGHORN X,Bull,20/12/2020,20/12/2020,,,,,,0,,0,,4,
,UK107189703761,LONGHORN X,Bull,20/12/2020,20/12/2020,,,,,,0,,0,,4,
,UK107189203763,LONGHORN X,Bull,20/12/2020,20/12/2020,,,,,,0,,0,,4,
,UK107189303764,LONGHORN X,Bull,20/12/2020,20/12/2020,,,,,,0,,0,,4,
,UK107189403765,LONGHORN X,Bull,20/12/2020,20/12/2020,,,,,,0,,0,,4,
,UK107189503766,LONGHORN X,Female,20/12/2020,20/12/2020,,,,,,0,,0,,4,
2737,UK106710402737,HOLSTEIN FRIESIAN,Female,12/04/2018,21/12/2020,Newcastle University,,,,,0,,982000176126214,,36,
,UK107189603767,LONGHORN X,Bull,27/12/2020,27/12/2020,,,,18/03/2021,,0,,0,,2,
,UK107189103769,LONGHORN X,Bull,27/12/2020,27/12/2020,,,,22/02/2021,,0,,0,,1,
,UK107189203770,LONGHORN X,Bull,10/01/2021,10/01/2021,,,,,,0,,0,,3,
,UK107189303771,LONGHORN X,Female,24/01/2021,24/01/2021,,,,04/03/2021,,0,,0,,1,
,UK107189503773,HOLSTEIN FRIESIAN,Female,09/02/2021,09/02/2021,,,,,,0,,0,,2,
,UK107189603774,JERSEY X,Female,16/02/2021,16/02/2021,,,,12/03/2021,,0,,0,,0,
,UK107189703775,HOLSTEIN FRIESIAN,Bull,16/02/2021,16/02/2021,,,,,,0,,0,,2,
3328,UK107189103328,HOLSTEIN FRIESIAN,Female,14/05/2019,23/02/2021,Newcastle University,,,,,0,,982000176308652,,23,
3197,UK107189303197,HOLSTEIN FRIESIAN,Female,27/12/2018,23/02/2021,Newcastle University,,,12/03/2021,,0,,982000176126382,,26,
3117,UK107189703117,HOLSTEIN FRIESIAN,Female,16/10/2018,23/02/2021,Newcastle University,,,,,0,,982000176126352,,30,
3209,UK107189103209,HOLSTEIN FRIESIAN,Female,17/01/2019,23/02/2021,Newcastle University,,,,,0,,982000176126386,,27,
3227,UK107189503227,HOLSTEIN FRIESIAN,Female,16/02/2019,23/02/2021,Newcastle University,,,,,0,,982000176126395,,26,
3112,UK107189203112,HOLSTEIN FRIESIAN,Female,10/10/2018,23/02/2021,Newcastle University,,,04/03/2021,,0,,982000176126350,,29,
3231,UK107189203231,HOLSTEIN FRIESIAN X,Female,18/02/2019,23/02/2021,Newcastle University,,,,,0,,982000176126398,,26,
3136,UK107189503136,HOLSTEIN FRIESIAN,Female,31/10/2018,23/02/2021,Newcastle University,,,,,0,,982000176126358,,30,
3178,UK107189503178,HOLSTEIN FRIESIAN,Female,03/12/2018,23/02/2021,Newcastle University,,,,,0,,982000176126372,,28,
3186,UK107189603186,HOLSTEIN FRIESIAN,Female,18/12/2018,23/02/2021,Newcastle University,,,,,0,,982000176126376,,28,
3151,UK107189603151,HOLSTEIN FRIESIAN,Female,14/11/2018,23/02/2021,Newcastle University,,,,,0,,982000176126363,,29,
3228,UK107189603228,HOLSTEIN FRIESIAN X,Female,17/02/2019,23/02/2021,Newcastle University,,,,,0,,982000176126396,,26,
3104,UK107189103104,HOLSTEIN FRIESIAN,Female,23/09/2018,23/02/2021,Newcastle University,,,,,0,,982000176126345,,31,
3216,UK107189103216,HOLSTEIN FRIESIAN X,Female,26/01/2019,23/02/2021,Newcastle University,,,,,0,,982000176126392,,27,
3258,UK107189103258,HOLSTEIN FRIESIAN,Female,14/03/2019,23/02/2021,Newcastle University,,,,,0,,982000176126408,,25,
3191,UK107189403191,Swedish Red X,Female,25/12/2018,23/02/2021,Newcastle University,,,,,0,,982000176126378,,28,
3179,UK107189603179,HOLSTEIN FRIESIAN,Female,03/12/2018,23/02/2021,Newcastle University,,,,,0,,982000176126373,,28,
3198,UK107189403198,HOLSTEIN FRIESIAN,Female,27/12/2018,23/02/2021,Newcastle University,,,,,0,,982000176126383,,28,
3175,UK107189203175,HOLSTEIN FRIESIAN,Female,01/12/2018,23/02/2021,Newcastle University,,,03/03/2021,,0,,982000176126371,,27,
3165,UK107189603165,HOLSTEIN FRIESIAN,Female,25/11/2018,23/02/2021,Newcastle University,,,,,0,,982000176126366,,29,
3313,UK107189703313,HOLSTEIN FRIESIAN,Female,14/04/2019,23/02/2021,Newcastle University,,,,,0,,982000176208385,,24,
3217,UK107189203217,HOLSTEIN FRIESIAN,Female,01/02/2019,23/02/2021,Newcastle University,,,,,0,,982000176126393,,26,
3188,UK107189103188,HOLSTEIN FRIESIAN,Female,22/12/2018,23/02/2021,Newcastle University,,,,,0,,982000176126377,,28,
3204,UK107189303204,HOLSTEIN FRIESIAN,Female,08/01/2019,23/02/2021,Newcastle University,,,,,0,,982000176126384,,27,
3214,UK107189603214,HOLSTEIN FRIESIAN,Female,25/01/2019,23/02/2021,Newcastle University,,,,,0,,982000176126390,,27,
3169,UK107189303169,HOLSTEIN FRIESIAN,Female,25/11/2018,23/02/2021,Newcastle University,,,,,0,,982000176126368,,29,
3211,UK107189303211,HOLSTEIN FRIESIAN,Female,21/01/2019,23/02/2021,Newcastle University,,,,,0,,982000176126388,,27,
3253,UK107189303253,HOLSTEIN FRIESIAN,Female,13/03/2019,23/02/2021,Newcastle University,,,,,0,,982000176126406,,25,
3236,UK107189703236,HOLSTEIN FRIESIAN,Female,19/02/2019,23/02/2021,Newcastle University,,,,,0,,982000176126401,,26,
,UK107189403786,Swedish Red X,Female,23/02/2021,23/02/2021,,,,,,0,,0,,1,
,UK107189103776,LONGHORN X,Bull,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189203777,LONGHORN X,Female,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189303778,LONGHORN X,Female,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189403779,LONGHORN X,Bull,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189503780,LONGHORN X,Bull,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189103783,HOLSTEIN FRIESIAN X,Female,24/02/2021,24/02/2021,,,,10/04/2021,,0,,0,,1,
,UK107189203784,HOLSTEIN FRIESIAN,Female,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189303785,Swedish Red X,Female,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189703810,LONGHORN X,Female,24/02/2021,24/02/2021,,,,,,0,,0,,1,
,UK107189603781,LONGHORN X,Bull,25/02/2021,25/02/2021,,,,,,0,,0,,1,
,UK107189703782,LONGHORN X,Bull,25/02/2021,25/02/2021,,,,,,0,,0,,1,
,UK107189503787,LONGHORN X,Female,25/02/2021,25/02/2021,,,,10/04/2021,,0,,982000176374523,,1,
,UK107189703789,LONGHORN X,Bull,25/02/2021,25/02/2021,,,,,,0,,0,,1,
,UK107189603788,JERSEY X,Female,25/02/2021,25/02/2021,,,,,,0,,0,,1,
,UK107189303792,JERSEY X,Female,25/02/2021,25/02/2021,,,,,,0,,0,,1,
,UK107189403793,LONGHORN X,Bull,25/02/2021,25/02/2021,,,,24/03/2021,,0,,0,,0,
,UK107189503794,LONGHORN X,Female,25/02/2021,25/02/2021,,,,,,0,,0,,1,
,UK107189103790,JERSEY X,Bull,26/02/2021,26/02/2021,,,,18/03/2021,,0,,0,,0,
,UK107189103804,JERSEY X,Female,26/02/2021,26/02/2021,,,,,,0,,0,,1,
,UK107189603795,JERSEY X,Female,26/02/2021,26/02/2021,,,,,,0,,0,,1,
,UK107189203791,JERSEY X,Female,01/03/2021,01/03/2021,,,,,,0,,0,,1,
,UK107189203805,JERSEY X,Female,01/03/2021,01/03/2021,,,,,,0,,0,,1,
,UK107189303806,LONGHORN X,Bull,01/03/2021,01/03/2021,,,,,,0,,0,,1,
,UK107189403807,LONGHORN X,Bull,01/03/2021,01/03/2021,,,,,,0,,0,,1,
,UK107189703796,LONGHORN X,Bull,01/03/2021,01/03/2021,,,,,,0,,0,,1,
,UK107189103797,LONGHORN X,Female,01/03/2021,01/03/2021,,,,16/04/2021,,0,,0,,1,
,UK107189203798,LONGHORN X,Female,02/03/2021,02/03/2021,,,,,,0,,0,,1,
,UK107189303799,LONGHORN X,Female,02/03/2021,02/03/2021,,,,,,0,,0,,1,
,UK107189203812,JERSEY X,Female,03/03/2021,03/03/2021,,,,,,0,,0,,1,
,UK107189403800,JERSEY X,Female,04/03/2021,04/03/2021,,,,,,0,,0,,1,
,UK107189503801,JERSEY X,Female,04/03/2021,04/03/2021,,,,,,0,,0,,1,
,UK107189603802,LONGHORN X,Female,04/03/2021,04/03/2021,,,,,,0,,0,,1,
,UK107189703803,JERSEY X,Female,04/03/2021,04/03/2021,,,,01/04/2021,,0,,0,,0,
,UK107189503808,Swedish Red X,Bull,05/03/2021,05/03/2021,,,,12/03/2021,,0,,0,,0,
,UK107189603809,JERSEY X,Female,05/03/2021,05/03/2021,,,,,,0,,0,,1,
,UK107189103811,JERSEY X,Female,05/03/2021,05/03/2021,,,,10/04/2021,,0,,0,,1,
,UK107189203819,JERSEY X,Female,05/03/2021,05/03/2021,,,,,,0,,0,,1,
,UK107189303813,ABERDEEN ANGUS X,Bull,08/03/2021,08/03/2021,,,,24/03/2021,,0,,0,,0,
,UK107189103818,LONGHORN X,Bull,08/03/2021,08/03/2021,,,,,,0,,0,,1,
,UK107189403814,JERSEY X,Female,09/03/2021,09/03/2021,,,,,,0,,0,,1,
,UK107189603816,LONGHORN X,Bull,09/03/2021,09/03/2021,,,,,,0,,0,,1,
,UK107189703817,JERSEY X,Female,09/03/2021,09/03/2021,,,,,,0,,0,,1,
,UK107189703831,JERSEY X,Female,09/03/2021,09/03/2021,,,,,,0,,0,,1,
,UK107189603830,JERSEY X,Female,10/03/2021,10/03/2021,,,,,,0,,0,,1,
,UK107189403828,JERSEY X,Female,11/03/2021,11/03/2021,,,,10/04/2021,,0,,0,,1,
,UK107189503829,JERSEY X,Bull,11/03/2021,11/03/2021,,,,,,0,,0,,1,
,UK107189303820,JERSEY X,Female,12/03/2021,12/03/2021,,,,01/04/2021,,0,,0,,0,
,UK107189403821,HOLSTEIN FRIESIAN,Female,12/03/2021,12/03/2021,,,,,,0,,0,,1,
,UK107189503822,JERSEY X,Female,15/03/2021,15/03/2021,,,,,,0,,0,,1,
,UK107189603823,LONGHORN X,Female,15/03/2021,15/03/2021,,,,,,0,,0,,1,
,UK107189203826,LONGHORN X,Bull,16/03/2021,16/03/2021,,,,,,0,,0,,1,
,UK107189303827,HOLSTEIN FRIESIAN,Bull,16/03/2021,16/03/2021,,,,10/04/2021,,0,,0,,0,
3183,UK107189303183,HOLSTEIN FRIESIAN,Female,12/12/2018,18/03/2021,Newcastle University,,,,,0,,982000176308658,,28,
,UK107189703824,HOLSTEIN FRIESIAN,Bull,19/03/2021,19/03/2021,,,,,,0,,0,,1,
,UK107189103825,HOLSTEIN FRIESIAN,Female,19/03/2021,19/03/2021,,,,01/04/2021,,0,,0,,0,
,UK107189503836,JERSEY X,Female,19/03/2021,19/03/2021,,,,,,0,,0,,1,
,UK107189603837,JERSEY X,Bull,19/03/2021,19/03/2021,,,,,,0,,0,,1,
,UK107189703838,JERSEY X,Female,19/03/2021,19/03/2021,,,,10/04/2021,,0,,0,,0,
,UK107189103839,JERSEY X,Female,20/03/2021,20/03/2021,,,,,,0,,0,,1,
,UK107189103832,JERSEY X,Female,22/03/2021,22/03/2021,,,,,,0,,0,,0,
,UK107189203833,JERSEY X,Female,22/03/2021,22/03/2021,,,,,,0,,0,,0,
,UK107189303834,Aberdeen-Angus,Bull,22/03/2021,22/03/2021,,,,,,0,,0,,0,
3398,UK107189103398,HOLSTEIN FRIESIAN,Female,14/10/2019,09/04/2021,Newcastle University,,,,,0,,982000176144278,,18,
,UK107189203455,HOLSTEIN FRIESIAN X,Female,02/01/2020,09/04/2021,Newcastle University,,,,,0,,982000176157021,,15,
3185,UK107189503185,HOLSTEIN FRIESIAN,Female,18/12/2018,09/04/2021,Newcastle University,,,,,0,,982000176126375,,28,
3331,UK107189403331,HOLSTEIN FRIESIAN,Female,15/05/2019,09/04/2021,Newcastle University,,,,,0,,982000176126413,,23,
,UK107189503423,HOLSTEIN FRIESIAN,Female,30/12/2019,09/04/2021,Newcastle University,,,,,0,,982000176308662,,15,
3384,UK107189103384,HOLSTEIN FRIESIAN,Female,23/09/2019,09/04/2021,Newcastle University,,,,,0,,982000176308709,,19,
,UK107189203476,HOLSTEIN FRIESIAN,Female,01/01/2020,09/04/2021,Newcastle University,,,,,0,,982000176157042,,15,
3373,UK107189403373,HOLSTEIN FRIESIAN,Female,01/09/2019,09/04/2021,Newcastle University,,,,,0,,982000176308653,,19,
719,UK107189203357,HOLSTEIN FRIESIAN,Female,17/07/2019,09/04/2021,Newcastle University,,,,,0,,982000176308655,,21,
3295,UK107189303295,HOLSTEIN FRIESIAN,Female,01/04/2019,09/04/2021,Newcastle University,,,,,0,,982000176308656,,25,
3232,UK107189303232,HOLSTEIN FRIESIAN,Female,18/02/2019,09/04/2021,Newcastle University,,,,,0,,982000176126399,,26,
3407,UK107189303407,HOLSTEIN FRIESIAN,Female,03/11/2019,09/04/2021,Newcastle University,,,,,0,,982000176308714,,17,
3235,UK107189603235,HOLSTEIN FRIESIAN,Female,18/02/2019,09/04/2021,Newcastle University,,,,,0,,982000176126400,,26,
3325,UK107189503325,HOLSTEIN FRIESIAN X,Female,08/05/2019,09/04/2021,Newcastle University,,,,,0,,982000176308698,,23,
3213,UK107189503213,HOLSTEIN FRIESIAN,Female,22/01/2019,09/04/2021,Newcastle University,,,,,0,,982000176126389,,27,
3259,UK107189203259,HOLSTEIN FRIESIAN,Female,17/04/2019,09/04/2021,Newcastle University,,,,,0,,982000176126409,,24,
3251,UK107189103251,HOLSTEIN FRIESIAN,Female,12/03/2019,09/04/2021,Newcastle University,,,,,0,,982000176126405,,25,
3364,UK107189203364,HOLSTEIN FRIESIAN,Female,31/08/2019,09/04/2021,Newcastle University,,,,,0,,982000176308635,,19,
720,UK107189603361,Holstein,Female,24/07/2019,09/04/2021,Newcastle University,,,,,0,,982000176308629,,21,
3369,UK107189703369,HOLSTEIN FRIESIAN,Female,27/08/2019,09/04/2021,Newcastle University,,,,,0,,0,,20,
3376,UK107189703376,HOLSTEIN FRIESIAN,Female,26/08/2019,09/04/2021,Newcastle University,,,,,0,,982000176308675,,20,
3260,UK107189303260,HOLSTEIN FRIESIAN,Female,17/03/2019,09/04/2021,Newcastle University,,,,,0,,982000176126410,,25,
0716,UK107189403345,HOLSTEIN FRIESIAN,Female,24/06/2019,09/04/2021,Newcastle University,,,,,0,,982000176308678,,22,
,UK107189103419,HOLSTEIN FRIESIAN,Female,28/12/2019,09/04/2021,Newcastle University,,,,,0,,982000176144281,,15,
722,UK107189103363,Holstein,Female,26/07/2019,09/04/2021,Newcastle University,,,,,0,,982000176308670,,21,
3249,UK107189603249,HOLSTEIN FRIESIAN,Female,09/03/2019,09/04/2021,Newcastle University,,,,,0,,982000176126404,,25,
3392,UK107189203392,HOLSTEIN FRIESIAN,Female,03/10/2019,09/04/2021,Newcastle University,,,,,0,,982000176308713,,18,
,UK107189203427,HOLSTEIN FRIESIAN X,Female,30/12/2019,09/04/2021,Newcastle University,,,,,0,,982000176308657,,15,
3301,UK107189203301,HOLSTEIN FRIESIAN,Female,05/04/2019,09/04/2021,Newcastle University,,,,,0,,982000176308646,,24,
3196,UK107189203196,HOLSTEIN FRIESIAN,Female,27/12/2018,09/04/2021,Newcastle University,,,,,0,,982000176126381,,28,
3403,UK107189603403,HOLSTEIN FRIESIAN,Female,03/11/2019,09/04/2021,Newcastle University,,,,,0,,982000176308648,,17,
3385,UK107189203385,BRITISH BLUE,Female,23/09/2019,09/04/2021,Newcastle University,,,,,0,,982000176308672,,19,
3308,UK107189203308,HOLSTEIN FRIESIAN,Female,11/04/2019,09/04/2021,Newcastle University,,,,,0,,982000176308661,,24,
0344,UK107189303344,HOLSTEIN FRIESIAN,Female,15/06/2019,09/04/2021,Newcastle University,,,,,0,,0,,22,
3229,UK107189703229,HOLSTEIN FRIESIAN X,Female,17/02/2019,09/04/2021,Newcastle University,,,,,0,,982000176126397,,26,
3402,UK107189503402,HOLSTEIN FRIESIAN,Female,03/11/2019,09/04/2021,Newcastle University,,,,,0,,982000176144239,,17,
698,UK107189703278,HOLSTEIN FRIESIAN,Female,24/03/2019,09/04/2021,Newcastle University,,,,,0,,982000176308689,,25,
3366,UK107189403366,HOLSTEIN FRIESIAN,Female,31/08/2019,09/04/2021,Newcastle University,,,,,0,,982000176308694,,19,
3087,UK107189503087,HOLSTEIN FRIESIAN X,Female,24/08/2018,09/04/2021,Newcastle University,,,,,0,,982000176126339,,32,
,UK107189503409,HOLSTEIN FRIESIAN,Bull,03/11/2019,09/04/2021,Newcastle University,,,,,0,,0,,17,
3318,UK107189503318,HOLSTEIN FRIESIAN X,Female,27/04/2019,09/04/2021,Newcastle University,,,,,0,,982000176308725,,24,
699,UK107189103279,HOLSTEIN FRIESIAN,Female,24/03/2019,09/04/2021,Newcastle University,,,,,0,,982000176308643,,25,
3327,UK107189703327,Swedish Red X,Female,09/05/2019,09/04/2021,Newcastle University,,,,,0,,982000176308640,,23,
3326,UK107189603326,HOLSTEIN FRIESIAN,Female,09/05/2019,09/04/2021,Newcastle University,,,,,0,,982000176308637,,23,
3174,UK107189103174,HOLSTEIN FRIESIAN,Female,09/03/2019,09/04/2021,Newcastle University,,,,,0,,982000176126370,,25,
3243,UK107189703243,HOLSTEIN FRIESIAN,Female,27/02/2019,09/04/2021,Newcastle University,,,,,0,,982000176126403,,26,
721,UK107189703362,HOLSTEIN FRIESIAN,Female,24/07/2019,09/04/2021,Newcastle University,,,,,0,,982000176308692,,21,
,UK107189103475,Holstein,Female,30/12/2019,09/04/2021,Newcastle University,,,,,0,,982000176157041,,15,
,UK107189303421,HOLSTEIN FRIESIAN,Female,28/12/2019,09/04/2021,Newcastle University,,,,,0,,982000176308631,,15,
3383,UK107189703383,HOLSTEIN FRIESIAN,Female,23/09/2019,09/04/2021,Newcastle University,,,,,0,,982000176308636,,19,
3311,UK107189503311,HOLSTEIN FRIESIAN,Female,13/04/2019,09/04/2021,Newcastle University,,,,,0,,982000176308633,,24,
3321,UK107189103321,HOLSTEIN FRIESIAN,Female,07/05/2019,09/04/2021,Newcastle University,,,,,0,,982000176308630,,23,
